treeID,plot,family,genus,species,genspec,dbh,diameter,srl,rtd,rbi,nroot,toughness,sla,nleaf,pleaf,wsg,vd,d,ks_theo,toughness_specmean,sla_specmean,nleaf_specmean,pleaf_specmean,wsg_specmean,vd_specmean,d_specmean,ks_theo_specmean,tpi,elevation,TPI,Dim1,Dim2,order,clade
4132,SF-MS1,Asteraceae,Critoniopsis,floribunda,Critoniopsis floribunda,21.9,0.4084,33.19872015281757,0.22985729967069155,1.448543199959953,31.51555,NA,NA,NA,NA,NA,NA,NA,NA,0.989590068380274,102.246435809367,16.809634,0.605875704859644,0.588335653258466,19.0360447123072,64.2252657732089,9.50361273078558,-0.018355948187606,2034,-0.018355948187606,0.8072607089448341,-0.41681010010703684,Asterales,Superasterids
4145,SF-MS6,Chloranthaceae,Hedyosmum,sp1,Hedyosmum sp1,18.75,0.6892,10.885786499215072,0.2463263727764888,1.4190439739230478,18.49641,0.748,73.7128679245283,15.36994,0.91784862327158,0.357,11.6008778294826,73.022646627359,11.1592642704993,NA,NA,NA,NA,NA,NA,NA,NA,-0.366616439111289,2020,-0.366616439111289,0.7693186298580045,0.6761347500574504,Chloranthales,Early agiosperms
3815,SF-US4,Clusiaceae,Clusia,alata,Clusia alata,26.65,1.2016,1.922726907630522,0.45856353591160215,1.2741274837653183,8.94171,2.786,35.0229624325832,9.36341,0.423955121535454,NA,7.09290468685288,107.780555810888,31.9803376771725,2.26809056817875,28.9377853400029,9.55455666666667,0.363916267949698,0.642337631707619,9.08273879991899,102.433283368402,32.6016411351769,0.761426673280571,1913,0.761426673280571,1.975449743662489,-0.02149301650303742,Malpighiales,Rosids
3812,SF-US4,Clusiaceae,Clusia,alata,Clusia alata,15.75,0.9352,4.7551881720430105,0.30599294947121036,2.3985443985104795,8.86782,NA,NA,10.89025,0.284188495982969,0.626,NA,NA,NA,2.26809056817875,28.9377853400029,9.55455666666667,0.363916267949698,0.642337631707619,9.08273879991899,102.433283368402,32.6016411351769,0.761426673280571,1913,0.761426673280571,1.975449743662489,-0.02149301650303742,Malpighiales,Rosids
3903,SF-US6,Clusiaceae,Clusia,ducuoides,Clusia ducuoides,23.65,0.9426,3.0461998103066703,0.4706845238095238,0.9652179057262331,9.27601,NA,NA,NA,NA,NA,NA,NA,NA,1.39180997733862,51.9372823529412,12.78339,0.79672382733048,0.532056078915604,10.3607450639445,121.470512938459,63.3969882421392,1.20627008072575,1933,1.20627008072575,2.422116456279577,1.8244628498296642,Malpighiales,Rosids
3921,SF-US6,Clusiaceae,Clusia,ducuoides,Clusia ducuoides,34.5,0.6488,7.648714660448848,0.3955043227665706,0.9335915380787221,9.70571,NA,NA,NA,NA,NA,NA,NA,NA,1.39180997733862,51.9372823529412,12.78339,0.79672382733048,0.532056078915604,10.3607450639445,121.470512938459,63.3969882421392,1.20627008072575,1933,1.20627008072575,2.422116456279577,1.8244628498296642,Malpighiales,Rosids
4115,SF-MS1,Clusiaceae,Clusia,ducuoides,Clusia ducuoides,38.6,0.8942,8.235597792765175,0.19347568208778174,1.072045955036606,12.66526,NA,NA,15.59836,1.08462595664178,0.521,12.4988613341473,111.302678035206,61.2275665749169,1.39180997733862,51.9372823529412,12.78339,0.79672382733048,0.532056078915604,10.3607450639445,121.470512938459,63.3969882421392,-0.018355948187606,2034,-0.018355948187606,0.8072607089448341,-0.41681010010703684,Malpighiales,Rosids
3873,SF-US5,Clusiaceae,Clusia,ducuoides,Clusia ducuoides,35.3,0.5595,10.232862930452397,0.3975838926174497,1.336204137679835,11.81606,1.392,51.9372823529412,9.96842,0.50882169801918,0.554,15.9060252809327,92.4331695938899,36.4107562432669,1.39180997733862,51.9372823529412,12.78339,0.79672382733048,0.532056078915604,10.3607450639445,121.470512938459,63.3969882421392,1.13905785477566,1954,1.13905785477566,2.1471898687557154,1.3964865855229451,Malpighiales,Rosids
4052,SF-US3,Cunoniaceae,Weinmannia,fagaroides,Weinmannia fagaroides,14.7,0.417,9.214338051623645,0.795364238410596,2.7831945651800676,9.1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48200666666667,0.392461278287882,NA,NA,NA,NA,0.659740027499244,2020,0.659740027499244,2.4309076490572314,-0.3567347732870172,Oxalidales,Rosids
1123,SF-US2,Cunoniaceae,Weinmannia,microphylla,Weinmannia microphylla,17.2,0.409,8.642771833789501,0.881359649122807,3.365452435994507,7.59417,0.482,63.6290789473684,13.80819,0.60460958505988,0.571,51.0888303014607,54.6396725498077,14.6456571767574,0.48170896109147,63.6290789473684,13.80819,0.60460958505988,0.570835548330187,51.0888303014607,54.6396725498077,14.6456571767574,1.09964376051021,1993,1.09964376051021,2.432879108220854,0.3438621557665418,Oxalidales,Rosids
4057,SF-US3,Cunoniaceae,Weinmannia,ovata,Weinmannia ovata,15.5,0.3372,14.800769600769604,0.7559999999999999,3.334329949172592,7.00205,1.04,55.7154776119403,10.9036,0.398387715766667,0.644,37.8465802232912,56.1612648543788,10.9561547262307,1.04034281134402,55.7154776119403,10.9036,0.398387715766667,0.644131346525352,37.8465802232912,56.1612648543788,10.9561547262307,0.659740027499244,2020,0.659740027499244,2.4309076490572314,-0.3567347732870172,Oxalidales,Rosids
1116,SF-US2,Cunoniaceae,Weinmannia,microphylla,Weinmannia microphylla,14.1,0.4903,6.326468292682927,0.836734693877551,2.2437671848663685,7.61828,NA,NA,NA,NA,NA,NA,NA,NA,0.48170896109147,63.6290789473684,13.80819,0.60460958505988,0.570835548330187,51.0888303014607,54.6396725498077,14.6456571767574,1.09964376051021,1993,1.09964376051021,2.432879108220854,0.3438621557665418,Oxalidales,Rosids
1114,SF-US2,Elaeocarpaceae,Sloanea,sp1,Sloanea sp1,10.65,0.9271,4.336138814016172,0.341542002301496,0.8780340739382393,23.41525,NA,NA,NA,NA,0.766,11.1806043562537,91.02303808867,22.143475744101,NA,NA,NA,NA,0.765962646490797,11.1806043562537,91.02303808867,22.143475744101,1.09964376051021,1993,1.09964376051021,2.432879108220854,0.3438621557665418,Oxalidales,Rosids
